location;region;n;e
Makowice;Zachodniopomorskie;53.7667;15.2667
Makowice;Dolnośląskie;50.8000;16.5167
Makowice;Opolskie;50.5667;17.3833
Makowiec;Mazowieckie;51.3667;21.2333
Makowiec;Kujawsko-Pomorskie;52.9000;19.2333
Makowiec Duży;Mazowieckie;52.3500;21.7333
Makowiec Mały;Mazowieckie;52.3333;21.7500
Makowiska;Podkarpackie;49.6000;21.6000
Makowiska;Kujawsko-Pomorskie;53.0667;18.1833
Makowiska;Kujawsko-Pomorskie;52.9167;19.0333
Makowiska;Śląskie;51.1167;19.0333
Makowisko;Podkarpackie;50.0500;22.8167
Makowlany;Podlaskie;53.5333;23.4333
Makowo;Podlaskie;53.0833;22.6667
Makowo;Warmińsko-Mazurskie;53.7000;19.6667
Makowskie;Podlaskie;53.2833;22.4167
Makowszczyzna;Wielkopolskie;51.2000;18.2667
Maków;Kujawsko-Pomorskie;51.9500;20.0667
Maków;Mazowieckie;51.3500;21.2667
Maków;Małopolskie;50.3667;19.9000
Maków;Śląskie;50.1000;18.0833
Maków Mazowiecki;Mazowieckie;52.8667;21.1000
Maków Podhalański;Śląskie;49.7333;19.6833
Makówka;Podlaskie;52.9000;23.5500
Makówka;Kujawsko-Pomorskie;52.0547;20.6049
Makruty;Warmińsko-Mazurskie;53.7000;20.2833
Maksymilianowo;Pomorskie;53.8333;18.6000
Maksymilianowo;Kujawsko-Pomorskie;53.2167;18.0333
Maksymilianowo;Wielkopolskie;52.1667;16.5667
Maksymilianów;Mazowieckie;52.4667;21.7667
Maksymilianów;Mazowieckie;51.5167;20.9000
Maksymilianów;Świętokrzyskie;50.9833;21.5000
Maksymilianów;Kujawsko-Pomorskie;51.6500;19.8500
Maksymów;Podkarpackie;50.9333;21.7833
Maksymów;Kujawsko-Pomorskie;51.5833;19.8833
Maksymów;Śląskie;50.9667;19.7333
Maksymów Las-Poręba;Podkarpackie;50.9333;21.7333
Mala Kamlenica;Dolnośląskie;50.9167;15.5500
Mala Strana;Pomorskie;50.2000;16.5500
Malachin;Kujawsko-Pomorskie;53.8167;17.9500
Malakówka;Małopolskie;49.8000;19.9500
Malamówka;Mazowieckie;51.6833;21.6500
Malankowo;Kujawsko-Pomorskie;53.3333;18.7167
Malanowo Nowe;Mazowieckie;52.8000;19.5000
Malanowo Stare;Mazowieckie;52.7833;19.5167
Malanów;Wielkopolskie;51.9500;18.4000
Malanów;Kujawsko-Pomorskie;51.8167;19.1500
Malanówko;Kujawsko-Pomorskie;52.8000;19.4667
Malaszek;Mazowieckie;52.8000;21.6000
Malawa;Podkarpackie;50.0333;22.1000
Malawa;Podkarpackie;49.6833;22.4167
Malawicze;Podlaskie;53.4167;23.6333
Malawicze Dolne;Podlaskie;53.4167;23.6333
Malawicze Górne;Podlaskie;53.4167;23.6167
Malbork;Warmińsko-Mazurskie;54.0333;19.0500
Malcanów;Mazowieckie;52.1500;21.3833
Malcanów;Mazowieckie;51.8667;22.3833
Malce;Podkarpackie;50.5500;22.1000
Malczkowo;Pomorskie;54.4167;17.3833
Malczów;Mazowieckie;51.3667;21.1833
Malczyce;Dolnośląskie;51.2167;16.4833
Malczyn;Mazowieckie;52.5833;20.7167
Maldanin;Podlaskie;53.6500;21.8000
Malec;Podlaskie;52.6500;22.5833
Malec;Śląskie;49.9333;19.2500
Malechowo;Zachodniopomorskie;54.3000;16.5167
Malechy;Mazowieckie;52.8500;20.9833
Malejowa;Małopolskie;49.6667;19.8833
Malenie;Śląskie;50.1500;18.6500
Maleniec;Świętokrzyskie;51.1833;20.1833
Maleniec;Kujawsko-Pomorskie;51.5333;19.4667
Malenin;Pomorskie;54.1500;18.6833
Malenin;Wielkopolskie;52.4167;17.7333
Maleniska;Podkarpackie;50.2667;22.3333
Malerzowice Małe;Opolskie;50.5000;17.2000
Malerzowice Wielkie;Opolskie;50.5833;17.5000
Malesze;Podlaskie;52.8000;22.9667
Maleszow;Dolnośląskie;50.7333;16.9333
Maleszowa;Świętokrzyskie;50.6833;20.7333
Malewice;Podlaskie;52.5500;22.9667
Malewo;Mazowieckie;52.8000;19.9833
Malewo;Mazowieckie;52.1667;19.4167
Malewszczyzna;Lubelskie;50.5500;23.1500
Malęcino;Pomorskie;54.0333;16.8500
Malice;Lubelskie;50.7167;23.7500
Malice;Podkarpackie;50.6833;21.6667
Malice;Śląskie;50.8000;18.9333
Malice Kościelne;Podkarpackie;50.7667;21.5167
Malina;Świętokrzyskie;50.6000;20.4333
Malina;Mazowieckie;52.2333;19.4000
Malina;Opolskie;50.6167;18.0000
Malina A;Świętokrzyskie;50.6000;20.4333
Malina B;Świętokrzyskie;50.6167;20.4333
Malinia;Kujawsko-Pomorskie;51.5000;19.2333
Maliniak;Warmińsko-Mazurskie;53.4500;21.0333
Maliniak;Warmińsko-Mazurskie;53.9333;19.9833
Malinie;Lubelskie;50.7500;22.6333
Malinie;Podkarpackie;50.3500;21.4667
Malinie Duże;Podkarpackie;50.3500;21.4500
Malinie Małe;Podkarpackie;50.3500;21.4667
Maliniec;Zachodniopomorskie;53.7000;15.3500
Maliniec;Wielkopolskie;52.3167;18.7000
Maliniec;Wielkopolskie;52.2667;18.2667
Maliniec Świdry;Podkarpackie;50.7000;22.2000
Malinka;Śląskie;49.6500;18.9333
Malinniki;Podlaskie;52.6667;23.3000
Malinowice;Śląskie;50.3833;19.1333
Malinowo;Mazowieckie;52.9000;21.7833
Malinowo;Podlaskie;52.8000;23.0667
Malinowo;Podlaskie;52.7167;22.5167
Malinowo;Podlaskie;52.5500;22.8333
Malinowo;Pomorskie;54.1167;18.7833
Malinowo Nowe;Mazowieckie;52.9000;21.7833
Malinowo Stare;Mazowieckie;52.9167;21.8000
Malinówka;Podlaskie;54.1000;22.6833
Malinówka;Mazowieckie;51.9000;21.4167
Malinówka;Lubelskie;51.3167;23.4500
Malinówka;Lubelskie;51.2667;23.0833
Malinówka;Podkarpackie;49.7000;21.9333
Malinówka Wielka;Podlaskie;53.9000;22.3167
Malisowizna;Podlaskie;54.2167;22.8167
Maliszewa;Mazowieckie;52.5833;22.0500
Maliszewa Nowa;Mazowieckie;52.6000;22.0500
Maliszewa Stara;Mazowieckie;52.5833;22.0500
Maliszewko;Mazowieckie;52.6833;19.9833
Maliszewo Łynki;Podlaskie;53.1667;22.4833
Maliszewo Perkusy;Podlaskie;53.1833;22.5000
Maliszów;Mazowieckie;51.3000;21.1333
Malkina;Mazowieckie;52.7000;22.0333
Malkowice;Podkarpackie;50.6667;21.2000
Malkowice;Małopolskie;50.1667;20.6000
Malmurzyn;Świętokrzyskie;50.9833;20.4333
Malnie;Opolskie;50.5167;17.9667
Malonki;Mazowieckie;52.8833;20.9000
Malonowo;Zachodniopomorskie;54.0000;15.7833
Malowa Góra;Lubelskie;52.1000;23.4833
Maluszyn;Mazowieckie;52.8833;19.5333
Maluszyn;Śląskie;50.9167;19.8000
Malutków;Małopolskie;52.3667;15.2500
Maluzyn;Mazowieckie;52.5167;20.0833
Malużyn;Mazowieckie;52.7500;20.4167
Mała;Podkarpackie;49.9667;21.5167
Mała Cerkwica;Kujawsko-Pomorskie;53.5167;17.5833
Mała Główka;Kujawsko-Pomorskie;53.7167;18.1167
Mała Górka;Wielkopolskie;52.3167;17.4667
Mała Huta;Podlaskie;54.1167;22.9833
Mała Karczma;Pomorskie;53.7500;18.7500
Mała Klonia;Kujawsko-Pomorskie;53.4667;17.7500
Mała Krasna;Podkarpackie;49.7667;21.8500
Mała Laskownica;Wielkopolskie;52.9167;17.2500
Mała Nieszawka;Kujawsko-Pomorskie;52.9833;18.5500
Mała Piaśnica;Pomorskie;54.6667;18.2167
Mała Słonca;Warmińsko-Mazurskie;54.0167;18.8333
Mała Stawiska;Pomorskie;54.0500;18.0500
Mała Strona;Śląskie;49.9333;18.7167
Mała Turza;Mazowieckie;53.2833;19.9667
Mała Wieś;Mazowieckie;52.8000;20.0167
Mała Wieś;Mazowieckie;52.1000;21.8333
Mała Wieś;Mazowieckie;51.8333;20.8000
Mała Wieś;Mazowieckie;51.6833;20.8333
Mała Wieś;Kujawsko-Pomorskie;51.6833;20.3333
Mała Wieś;Podkarpackie;50.6667;21.3000
Mała Wieś;Małopolskie;50.0000;20.1167
Mała Wieś;Małopolskie;49.6333;20.6667
Mała Wieś;Lubuskie;52.1167;15.9167
Mała Wieś;Kujawsko-Pomorskie;51.4000;18.8167
Mała Wieś;Śląskie;50.9500;19.6167
Mała Wieś Folwarcxna;Mazowieckie;52.4000;20.5500
Mała Wola;Kujawsko-Pomorskie;51.6333;20.2167
Mała Zławieś;Kujawsko-Pomorskie;53.1167;18.3667
Małacentów;Świętokrzyskie;50.8000;21.0333
Małachowice;Mazowieckie;52.0000;19.3667
Małachowo;Mazowieckie;52.6833;20.0333
Małachowo;Wielkopolskie;52.4333;17.7500
Małachowo;Wielkopolskie;51.9500;17.0667
Małachowo Kępe;Wielkopolskie;52.4333;17.7333
Małachowo Wierzbiczany;Wielkopolskie;52.4333;17.7500
Małachów;Świętokrzyskie;51.1167;20.4833
Małachów;Śląskie;50.6500;19.7667
Małastów;Małopolskie;49.5667;21.2500
Małaszewicze;Lubelskie;52.0333;23.5167
Małaszewicze Małe;Lubelskie;52.0500;23.5333
Małaszewicze Wielkie;Lubelskie;52.0333;23.5167
Małczew;Kujawsko-Pomorskie;51.7833;19.7167
Małdaniec;Warmińsko-Mazurskie;53.4833;21.0500
Małdyty;Warmińsko-Mazurskie;53.9167;19.7333
Małe;Kujawsko-Pomorskie;51.9167;18.9667
Małe;Dolnośląskie;50.8167;16.9500
Małe Bałówki;Kujawsko-Pomorskie;53.4167;19.5000
Małe Boże;Mazowieckie;51.6833;21.1333
Małe Budy;Podkarpackie;49.8167;22.7667
Małe Chełmy;Kujawsko-Pomorskie;53.9000;17.6333
Małe Czyste Zakrzewo;Kujawsko-Pomorskie;53.3000;18.4833
Małe Gacno;Kujawsko-Pomorskie;53.6167;18.1167
Małe Gliśno;Kujawsko-Pomorskie;53.9000;17.7667
Małe Gronowo;Warmińsko-Mazurskie;53.9000;18.8500
Małe Jagodne;Podlaskie;53.9167;21.7167
Małe Jamy;Małopolskie;50.2333;21.2333
Małe Końskie;Kujawsko-Pomorskie;51.4000;20.0167
Małe Krówno;Kujawsko-Pomorskie;53.7667;18.2167
Małe Leżno;Mazowieckie;53.2833;19.7000
Małe Liniewo;Pomorskie;54.0833;18.2167
Małe Lubiki;Pomorskie;53.8667;18.1667
Małe Łunawy;Kujawsko-Pomorskie;53.3833;18.6000
Małe Piotrowice;Lubelskie;51.3333;22.2333
Małe Pułkowo;Kujawsko-Pomorskie;53.2167;19.0500
Małe Radowiska;Kujawsko-Pomorskie;53.2167;18.9667
Małe Swornigacie;Kujawsko-Pomorskie;53.8167;17.5167
Małe Szczepanki;Kujawsko-Pomorskie;53.5167;19.0500
Małe Tarpno;Kujawsko-Pomorskie;53.5167;18.8000
Małe Walichnowy;Warmińsko-Mazurskie;53.9333;18.8500
Małe Warlubie;Pomorskie;53.6167;18.6500
Małe Wycinki;Pomorskie;53.7167;18.5000
Małec;Małopolskie;50.2500;21.1333
Małecz;Kujawsko-Pomorskie;51.6167;20.0000
Małęczyn;Mazowieckie;51.7500;21.2500
Małęczyn;Mazowieckie;51.3833;21.2667
Małęczyn Folwarczny;Mazowieckie;51.4000;21.2667
Małga;Warmińsko-Mazurskie;53.4500;20.7500
Małgów;Wielkopolskie;51.8667;18.4500
Małgów;Wielkopolskie;51.8000;17.3000
Małhowice;Podkarpackie;49.7167;22.8333
Małki;Mazowieckie;52.8500;21.3500
Małki;Kujawsko-Pomorskie;53.2333;19.2500
Małkinia Dolna;Mazowieckie;52.7167;22.0000
Małkinia Górna;Mazowieckie;52.6833;22.0167
Małkinie;Podlaskie;53.8500;22.2333
Małkocin;Zachodniopomorskie;53.3833;15.0333
Małkowice;Podkarpackie;49.8667;22.8333
Małkowice;Dolnośląskie;51.0833;16.8167
Małkowo;Pomorskie;54.3833;18.3333
Małków;Mazowieckie;52.3000;21.3667
Małków;Lubelskie;51.3167;23.2333
Małków;Lubelskie;50.6500;24.0167
Małków;Kujawsko-Pomorskie;51.6833;18.6333
Małków Cielecki;Kujawsko-Pomorskie;51.6833;18.6333
Małków Nowy;Kujawsko-Pomorskie;51.6833;18.6500
Małochwiej;Lubelskie;50.9500;23.2000
Małochwiej Mała;Lubelskie;50.9333;23.2500
Małocice;Mazowieckie;52.3667;20.7000
Małociechowo;Kujawsko-Pomorskie;53.3500;18.2667
Małocin;Kujawsko-Pomorskie;53.2000;17.5667
Małogoskie;Świętokrzyskie;50.9167;20.3833
Małogoszcz;Świętokrzyskie;50.8167;20.2833
Małołeka;Mazowieckie;52.4167;21.0500
Małomice;Lubuskie;51.5667;15.4833
Małomice;Dolnośląskie;51.4000;16.2333
Małomierzyce;Mazowieckie;51.2000;21.3500
Małomierzyce-Zalaski;Mazowieckie;51.2000;21.3333
Małomin;Kujawsko-Pomorskie;52.7833;19.3833
Małoniż;Lubelskie;50.5333;23.6833
Małopole;Mazowieckie;52.4833;21.3000
Małoszewko;Lubuskie;52.0500;15.5667
Małoszewo;Mazowieckie;52.5167;19.9667
Małoszowice;Lubuskie;51.6667;15.7667
Małoszów;Świętokrzyskie;50.4167;20.1500
Małoszów;Świętokrzyskie;50.2667;20.3833
Małoszyce;Kujawsko-Pomorskie;51.5500;20.3833
Małoszyce;Podkarpackie;50.8500;21.4500
Małoszyce;Pomorskie;54.5000;17.7167
Małoszyce;Świętokrzyskie;50.5500;19.8333
Małoszyce Borek;Śląskie;50.5500;19.8167
Małoszyce Brzeziny;Śląskie;50.5333;19.8167
Małoszyce Srodkowe;Śląskie;50.5500;19.8167
Małoszyna;Wielkopolskie;52.0667;18.4667
Małowice;Lubuskie;51.8167;15.0167
Małowidz;Mazowieckie;53.2167;21.0167
Małowista;Podlaskie;53.6833;23.1833
Małowiste;Podlaskie;53.9333;23.2167
Małoziemce;Lubelskie;51.3667;23.6167
Małszewko;Warmińsko-Mazurskie;53.5833;20.7167
Małszewko;Warmińsko-Mazurskie;53.7167;20.9000
Małszewo;Warmińsko-Mazurskie;53.5833;20.7167
Małszyce;Kujawsko-Pomorskie;53.0500;18.9167
Małszyce;Mazowieckie;52.1311;19.9342
Małujowice;Opolskie;50.8500;17.3833
Małusy Małe;Śląskie;50.8000;19.3000
Małusy Wielkie;Śląskie;50.8000;19.3333
Małuszów;Małopolskie;52.3667;15.1333
Małuszów;Dolnośląskie;51.1167;16.1667
Mały Bukowiec;Pomorskie;53.8833;18.3000
Mały Donimierz;Pomorskie;54.4833;18.2000
Mały Dólsk;Kujawsko-Pomorskie;53.4500;18.3833
Mały Głęboczek;Kujawsko-Pomorskie;53.3167;19.5833
Mały Kack;Pomorskie;54.4833;18.5500
Mały Komorsk;Kujawsko-Pomorskie;53.6000;18.6833
Mały Konopat;Kujawsko-Pomorskie;53.4000;18.3833
Mały Las;Mazowieckie;53.1333;19.9167
Mały Lubień;Kujawsko-Pomorskie;53.5000;18.7333
Mały Łęck;Mazowieckie;53.2667;19.9667
Mały Nagodów;Kujawsko-Pomorskie;52.4667;19.4333
Mały Płock;Podlaskie;53.3167;22.0333
Mały Rudnik;Kujawsko-Pomorskie;53.4167;18.7333
Mały Wełcz;Warmińsko-Mazurskie;53.6000;18.7833
Małyn;Kujawsko-Pomorskie;51.7833;19.0333
Małynika;Podlaskie;53.0000;23.4333
Małyszczyn;Podlaskie;52.6667;22.7167
Małyszyce;Małopolskie;50.3000;19.8833
Małyszyn;Świętokrzyskie;51.1333;21.1500
Małyszyn;Małopolskie;52.7333;15.1667
Małżewo;Pomorskie;54.0833;18.6167
Mamino;Mazowieckie;53.0500;21.3167
Mamlicz;Kujawsko-Pomorskie;52.9000;18.0000
Manasterz;Podkarpackie;50.1167;22.6667
Manasterz;Podkarpackie;49.9500;22.3667
Manczok;Opolskie;50.8333;18.0000
Manie;Lubelskie;52.0500;22.7833
Manieczki;Wielkopolskie;52.1167;16.9333
Maniewo;Wielkopolskie;52.6000;16.8667
Maniowy;Małopolskie;49.4500;20.2667
Maniów;Małopolskie;50.3333;21.1333
Maniów;Podkarpackie;49.2333;22.2000
Maniów;Dolnośląskie;50.9333;16.7000
Maniów Mały;Dolnośląskie;50.9500;16.6500
Manowo;Zachodniopomorskie;54.1333;16.2833
Many;Mazowieckie;51.9667;20.7167
Mańczyse;Dolnośląskie;50.8667;16.9833
Mańki;Warmińsko-Mazurskie;53.6667;20.2667
Mańki;Mazowieckie;52.3500;21.0500
Mańkowice;Opolskie;50.5000;17.4833
Mańkowo;Mazowieckie;52.7667;19.9000
Mańkowo;Mazowieckie;52.6000;19.6000
Maradki;Warmińsko-Mazurskie;53.8167;21.1333
Maradz;Wielkopolskie;52.1000;17.9833
Marcelin;Mazowieckie;52.3500;21.8000
Marcelin;Mazowieckie;52.3333;21.0167
Marcelin;Kujawsko-Pomorskie;51.2833;19.0500
Marcelów;Kujawsko-Pomorskie;51.3833;19.1167
Marcewek;Wielkopolskie;52.3333;17.9833
Marcewo;Wielkopolskie;52.3500;17.9333
Marchaty;Kujawsko-Pomorskie;51.8000;20.5000
Marchelówka;Podlaskie;53.4833;23.2667
Marchewki;Podlaskie;53.6667;22.3333
Marchewki;Warmińsko-Mazurskie;53.6000;21.2333
Marchewki;Kujawsko-Pomorskie;51.1833;18.9333
Marchocice;Świętokrzyskie;50.3333;20.1833
Marchocice;Śląskie;50.7833;19.8667
Marchwacz;Wielkopolskie;51.7333;18.3000
Marcinki;Wielkopolskie;51.3500;17.8500
Marcinkowice;Podkarpackie;50.8000;21.4000
Marcinkowice;Świętokrzyskie;50.2167;20.4333
Marcinkowice;Małopolskie;50.1500;20.8167
Marcinkowice;Małopolskie;49.6667;20.6667
Marcinkowice;Zachodniopomorskie;53.2667;16.1833
Marcinkowice;Dolnośląskie;50.9833;17.2333
Marcinkowice;Dolnośląskie;50.9167;17.0000
Marcinkowice;Świętokrzyskie;50.4500;19.9167
Marcinkowo;Warmińsko-Mazurskie;53.8667;21.2667
Marcinkowo;Warmińsko-Mazurskie;53.7000;20.6667
Marcinkowo;Warmińsko-Mazurskie;53.5167;20.0500
Marcinkowo;Warmińsko-Mazurskie;54.3167;19.9333
Marcinkowo;Kujawsko-Pomorskie;52.8000;18.3667
Marcinkowo;Wielkopolskie;52.4000;18.6000
Marcinków;Kujawsko-Pomorskie;51.2167;20.1333
Marcinków;Świętokrzyskie;51.1000;20.9667
Marcinków;Dolnośląskie;50.3000;16.7833
Marcinowa Wola;Podlaskie;53.9167;21.8500
Marcinowice;Świętokrzyskie;50.5000;20.0000
Marcinowice;Dolnośląskie;50.9000;16.5667
Marcinowiczki;Dolnośląskie;50.9667;16.5500
Marcinowo;Podlaskie;54.2500;22.2667
Marcinowo;Podlaskie;53.9167;22.6667
Marcinowo;Dolnośląskie;51.3167;17.0333
Marcinów;Lubelskie;51.4833;22.3000
Marcinów;Świętokrzyskie;50.3333;20.3333
Marcinów;Lubuskie;51.8500;16.1000
Marcinów;Kujawsko-Pomorskie;51.7500;18.8667
Marcinów;Lubuskie;51.7333;15.4167
Marcinów;Lubuskie;51.5500;14.8667
Marcinów;Dolnośląskie;50.3333;16.6833
Marcinówka;Lubelskie;50.9167;23.9833
Marcinówka;Lubelskie;50.8833;23.4000
Marciszów;Dolnośląskie;50.8333;16.0667
Marciszów;Śląskie;50.5000;19.4000
Marciszów Dolny;Dolnośląskie;50.8500;16.0167
Marciszów Górny;Dolnośląskie;50.8333;16.0667
Marcjanka;Mazowieckie;52.4000;20.1167
Marcjanki;Wielkopolskie;52.4000;18.6000
Marcjanów;Wielkopolskie;51.8833;18.4667
Marcjanów;Wielkopolskie;51.6833;18.2833
Marcówka;Śląskie;49.8000;19.6500
Marcule;Mazowieckie;51.1000;21.2167
Marcyporęba;Śląskie;49.9500;19.6167
Marczuk;Podlaskie;53.1333;23.1333
Marczyce;Dolnośląskie;50.8333;15.7167
Mareckie;Podlaskie;53.5833;22.4500
Mareczki;Lubelskie;51.3167;22.1333
Marek;Małopolskie;50.1000;21.1167
Mareza;Warmińsko-Mazurskie;53.7500;18.9167
Margole;Lubelskie;50.4833;22.8667
Margonin;Wielkopolskie;52.9667;17.1000
Margonin Wieś;Wielkopolskie;52.9833;17.1333
Marguny;Warmińsko-Mazurskie;54.3006;20.6561
Maria;Śląskie;50.1667;18.7667
Mariak;Wielkopolskie;51.4833;17.6333
Mariampol;Mazowieckie;52.9000;21.2833
Mariampol;Lubelskie;52.1333;23.0667
Mariampol;Mazowieckie;52.0420;20.4696
Mariampol;Mazowieckie;51.6667;21.3000
Mariampol;Kujawsko-Pomorskie;51.3500;20.0667
Mariampol;Lubelskie;51.0167;21.8833
Mariampol;Świętokrzyskie;50.4167;20.9667
Mariampol;Kujawsko-Pomorskie;53.1833;18.1500
Mariampol;Kujawsko-Pomorskie;51.9000;19.2333
Marianek;Kujawsko-Pomorskie;51.1833;19.6833
Marianice;Lubuskie;52.1000;15.9667
Marianin;Kujawsko-Pomorskie;51.0167;19.7167
Marianka;Podlaskie;54.3447;22.8903
Marianka;Mazowieckie;52.1500;21.5833
Marianka;Kujawsko-Pomorskie;51.8500;20.2500
Marianka;Kujawsko-Pomorskie;51.5667;20.0833
Marianka;Lubelskie;51.5333;23.2833
Marianka;Lubelskie;51.4667;22.2167
Marianka;Kujawsko-Pomorskie;51.3833;20.0167
Marianka;Lubelskie;50.4000;22.7667
Marianka;Warmińsko-Mazurskie;54.1000;19.6500
Marianka;Kujawsko-Pomorskie;52.4667;19.3500
Marianka;Lubuskie;51.7667;14.7333
Marianka Mroczeńska;Wielkopolskie;51.2333;17.9333
Marianka Nowa;Lubelskie;51.5333;23.2500
Marianka Ożarowska;Lubelskie;51.3000;22.3167
Marianka Rędzińska;Śląskie;50.8833;19.2000
Marianka Siemieńska;Wielkopolskie;51.1833;18.1000
Marianka Stara;Lubelskie;51.5333;23.2167
Marianki;Mazowieckie;51.9833;21.2000
Marianki;Mazowieckie;51.6333;21.1000
Marianki;Mazowieckie;51.2500;21.4833
Marianki;Kujawsko-Pomorskie;53.1667;18.8500
Marianki;Kujawsko-Pomorskie;53.1000;19.4000
Marianki;Kujawsko-Pomorskie;52.6500;18.9667
Marianki;Mazowieckie;52.2000;19.3000
Mariankowo;Kujawsko-Pomorskie;52.9000;18.8500
Mariankowo;Lubuskie;52.2333;16.0500
Marianowice;Mazowieckie;51.4500;20.9667
Marianowo;Mazowieckie;53.1500;20.8167
Marianowo;Mazowieckie;52.7500;21.4667
Marianowo;Kujawsko-Pomorskie;53.4000;19.5833
Marianowo;Zachodniopomorskie;53.3833;15.2667
Marianowo;Wielkopolskie;52.6667;16.0667
Marianowo;Kujawsko-Pomorskie;52.5333;18.4333
Marianowo;Wielkopolskie;52.3333;18.4667
Marianów;Mazowieckie;52.5167;21.2833
Marianów;Mazowieckie;52.3667;21.2167
Marianów;Mazowieckie;51.8667;21.5167
Marianów;Kujawsko-Pomorskie;51.8167;20.4333
Marianów;Mazowieckie;51.7667;22.3667
Marianów;Lubelskie;51.6833;21.8500
Marianów;Mazowieckie;51.5667;21.4000
Marianów;Lubelskie;51.4500;21.8167
Marianów;Kujawsko-Pomorskie;51.2667;20.0000
Marianów;Mazowieckie;51.1833;21.4500
Marianów;Lubelskie;51.0833;21.8000
Marianów;Świętokrzyskie;50.9167;20.2333
Marianów;Podkarpackie;50.8333;21.5167
Marianów;Podkarpackie;50.7000;21.2333
Marianów;Mazowieckie;52.3500;19.4167
Marianów;Mazowieckie;52.2833;19.4500
Marianów;Wielkopolskie;51.9500;18.5333
Marianów;Kujawsko-Pomorskie;51.8500;19.7500
Marianów;Kujawsko-Pomorskie;51.8167;19.4000
Marianów;Kujawsko-Pomorskie;51.4333;18.3833
Marianów Ludwiniaków;Mazowieckie;52.3167;21.4833
Marianówka;Lubelskie;51.6333;23.0667
Marianówka;Lubelskie;51.0500;22.3333
Marianówka;Dolnośląskie;50.2500;16.7333
Marianów-Rogowski;Kujawsko-Pomorskie;51.8167;19.9000
Mariańskie Porzecze;Mazowieckie;51.9000;21.3500
Mariew;Mazowieckie;52.2833;20.7500
Markajmy;Warmińsko-Mazurskie;54.1500;20.6333
Marki;Podlaskie;53.5167;22.1833
Marki;Mazowieckie;52.3167;21.1333
Marki;Podkarpackie;50.4333;21.6167
Markiny;Warmińsko-Mazurskie;54.2833;20.7500
Marklowice;Warmińsko-Mazurskie;49.7833;18.6167
Markłowice;Śląskie;50.0167;18.5333
Markłowice Dolne;Śląskie;50.0167;18.5167
Markłowice Górne;Śląskie;50.0333;18.5333
Markocin;Pomorskie;53.7333;18.5333
Markosice;Lubuskie;51.8667;14.6500
Markowa;Podkarpackie;50.0167;22.3167
Markowce;Podkarpackie;49.5333;22.1167
Markowice;Lubelskie;50.4333;22.7333
Markowice;Kujawsko-Pomorskie;52.7167;18.2167
Markowice;Wielkopolskie;52.3000;17.2333
Markowice;Śląskie;50.5500;19.1667
Markowice;Śląskie;50.1167;18.2667
Markowice;Śląskie;50.1000;18.2667
Markowizna;Podkarpackie;50.3000;22.1000
Markowo;Podlaskie;52.8167;22.7500
Markowo;Warmińsko-Mazurskie;54.0197;19.9128
Markowo;Kujawsko-Pomorskie;52.5667;18.9500
Markowo Wólka;Podlaskie;52.8167;22.7167
Markowola;Lubelskie;51.4333;21.8333
Markowskie;Podlaskie;54.0333;22.6167
Marków Towarzystwo;Kujawsko-Pomorskie;51.9667;20.5000
Markówka;Kujawsko-Pomorskie;51.6667;19.2333
Marksoby;Warmińsko-Mazurskie;53.6500;21.1333
Marktowice Górne;Warmińsko-Mazurskie;49.8667;18.5833
Markusy;Warmińsko-Mazurskie;54.0500;19.3667
Markuszowa;Podkarpackie;49.8667;21.7167
Markuszów;Lubelskie;51.3667;22.2667
Marlewo;Wielkopolskie;52.7667;17.0667
Marlinowo;Podlaskie;54.2667;22.4833
Maróz;Warmińsko-Mazurskie;53.5167;20.4000
Marózek;Warmińsko-Mazurskie;53.5333;20.4333
Marszałki;Wielkopolskie;51.9500;18.0833
Marszewo;Zachodniopomorskie;54.5000;16.6833
Marszewo;Pomorskie;54.2667;18.3833
Marszewo;Zachodniopomorskie;53.5667;14.9000
Marszewo;Wielkopolskie;52.4500;18.1000
Marszowice;Małopolskie;50.1833;20.1000
Marszowice;Małopolskie;49.9167;20.2333
Marszowice;Dolnośląskie;50.9333;17.2167
Marszów;Lubuskie;51.6333;15.2000
Marszów;Opolskie;50.6333;17.5167
Marta;Lubelskie;50.8833;24.0500
Martąg;Warmińsko-Mazurskie;54.1000;19.0667
Martew;Zachodniopomorskie;53.1667;16.1000
Martiany;Warmińsko-Mazurskie;54.0333;21.5167
Marulew;Wielkopolskie;52.0833;18.5667
Marunowo;Wielkopolskie;52.9500;16.7167
Maruny;Warmińsko-Mazurskie;53.8500;20.6500
Marusy;Mazowieckie;52.7833;20.7333
Marusze;Śląskie;49.9833;18.4500
Maruszów;Mazowieckie;51.0833;21.6500
Maruszów;Podkarpackie;50.8833;21.8000
Maruszyna;Małopolskie;49.4167;19.9500
Marwałd;Warmińsko-Mazurskie;53.5000;19.9833
Marwica;Warmińsko-Mazurskie;54.0333;19.5500
Marwice;Zachodniopomorskie;53.1667;14.4167
Marwice;Małopolskie;52.7667;15.1167
Marwin;Małopolskie;49.8667;20.1000
Mary;Warmińsko-Mazurskie;53.7167;19.1167
Marydół;Wielkopolskie;51.4833;17.8833
Marydół Huta;Wielkopolskie;51.4833;17.9333
Marylin;Wielkopolskie;52.8000;16.1333
Marylka;Mazowieckie;52.0000;20.9000
Marymont;Mazowieckie;52.2667;20.9500
Maryna;Podlaskie;54.1000;22.7500
Maryncin;Podkarpackie;50.7167;21.4333
